Continent,Pays,Name,Net_Worth
Europe,Italie,Bernardo Caprotti,2.2
Europe,Italie,Francesco Gaetano Caltagirone,2.1
Europe,Italie,Ennio Doris,2.1
Europe,Italie,Sandro Veronesi,2
Europe,Italie,Mario Moretti Polegato,1.9
Europe,Italie,Alberto Prada,1.8
Europe,Italie,Marina Prada,1.8
Europe,Italie,Luigi Rovati,1.8
Europe,Italie,Diego Della Valle,1.8
Europe,Italie,Domenico Dolce,1.7
Europe,Italie,Stefano Gabbana,1.7
Europe,Italie,Alberto Bombassei,1.5
Europe,Italie,Paolo Bulgari,1.4
Europe,Italie,Pier Luigi Loro Piana,1.4
Europe,Italie,Nicola Bulgari,1.3
Europe,Italie,Andrea Della Valle,1.3
Europe,Italie,Massimo Moratti,1.3
Europe,Italie,Gian Marco Moratti,1.3
Europe,Italie,Luigi Cremonini,1.2
Europe,Italie,Remo Ruffini,1.2
Europe,Italie,Brunello Cucinelli,1.1
Europe,Italie,Gustavo Denegri,1.1
Asie,Japon,Tadashi Yanai,20.2
Asie,Japon,Masayoshi Son,14.1
Asie,Japon,Hiroshi Mikitani,8.7
Asie,Japon,Takemitsu Takizaki,7.6
Asie,Japon,Keiichiro Takahara,5.6
Asie,Japon,Kunio Busujima,4.5
Asie,Japon,Han Chang-Woo,4.2
Asie,Japon,Akira Mori,3.7
Asie,Japon,Masatoshi Ito,3.4
Asie,Japon,Masahiro Miki,3.3
Asie,Japon,Shigenobu Nagamori,3.3
Asie,Japon,Yoshiko Mori,2.5
Asie,Japon,Yasumitsu Shigeta,2
Asie,Japon,Takao Yasuda,1.8
Asie,Japon,Akio Nitori,1.7
Asie,Japon,Naruatsu Baba,1.6
Asie,Japon,Katsumi Tada,1.5
Asie,Japon,Kenji Kasahara,1.4
Asie,Japon,Yusaku Maezawa,1.3
Asie,Japon,Kazuo Okada,1.3
Asie,Japon,Soichiro Fukutake,1.1
Asie,Japon,Yoshikazu Tanaka,1.1
Asie,Japon,Yoshiyuki Sankai,1.1
Asie,Japon,Nobutada Saji,1
Asie,Kazakhstan,Bulat Utemuratov,2.6
Asie,Kazakhstan,Alijan Ibragimov,2.2
Asie,Kazakhstan,Timur Kulibaev,2.1
Asie,Kazakhstan,Dinara Kulibaeva,2.1
Asie,Kazakhstan,Vladimir Kim,1.8
Asie,Koweit,Fawzi Al-Kharafi,1.3
Asie,Koweit,Jassim Al-Kharafi,1.3
Asie,Koweit,Mohannad Al-Kharafi,1.3
Asie,Koweit,Bassam Alghanim,1.1
Asie,Koweit,Kutayba Alghanim,1.1
Asie,Liban,Najib Mikati,3.3
Asie,Liban,Taha Mikati,3.3
Asie,Liban,Bahaa Hariri,2.3
Asie,Liban,Saad Hariri,1.5
Asie,Liban,Robert Mouawad,1.5
Asie,Liban,Ayman Hariri,1.1
Asie,Liban,Fahd Hariri,1.1
Europe,Lituanie,Nerijus Numavicius,1
Asie,Malaysie,Robert Kuok,11.3
Asie,Malaysie,Ananda Krishnan,9.7
Asie,Malaysie,Quek Leng Chan,5.6
Asie,Malaysie,Teh Hong Piow,5.4
Asie,Malaysie,Lee Shin Cheng,4.6
Asie,Malaysie,Yeoh Tiong Lay,3
Asie,Malaysie,Syed Mokhtar AlBukhary,2.9
Asie,Malaysie,Goh Peng Ooi,1.6
Asie,Malaysie,Tiong Hiew King,1.4
Asie,Malaysie,Danny Tan Chee Sing,1.3
Asie,Malaysie,Vincent Tan,1.2
Asie,Malaysie,Lau Cho Kun,1.1
Afrique,Maroc,Othman Benjelloun,2.3
Afrique,Maroc,Aziz Akhannouch,1.7
Afrique,Maroc,Miloud Chaabi,1.3
Amérique,Mexique,Carlos Slim Helu,77.1
Amérique,Mexique,German Larrea Mota Velasco,13.9
Amérique,Mexique,Alberto Bailleres Gonzalez,10.4
Amérique,Mexique,Ricardo Salinas Pliego,8
Amérique,Mexique,Eva Gonda de Rivera,6.7
Amérique,Mexique,Maria Asuncion Aramburuzabala,5.6
Amérique,Mexique,Jeronimo Arango,4.3
Amérique,Mexique,Antonio Del Valle Ruiz,3.7
Amérique,Mexique,Emilio Azcarraga Jean,3.1
Amérique,Mexique,Carlos Hank Rhon,2.4
Amérique,Mexique,Jose and Francisco Jose Calderon Rojas,2.1
Amérique,Mexique,Roberto Hernandez Ramirez,1.8
Amérique,Mexique,Max Michel Suberville,1.5
Amérique,Mexique,Alfredo Harp Helu,1.4
Amérique,Mexique,Rufino Vigil Gonzalez,1.3
Amérique,Mexique,David Penaloza Alanis,1.2
Europe,Monaco,David Nahmad,1.9
Europe,Monaco,Ezra Nahmad,1.5
Europe,Monaco,Lily Safra,1.3
Asie,Népal,Binod Chaudhary,1.3
Afrique,Nigeria,Aliko Dangote,14.7
Afrique,Nigeria,Mike Adenuga,4.2
Afrique,Nigeria,Folorunsho Alakija,2
Afrique,Nigeria,Femi Otedola,1
Afrique,Nigeria,Abdulsamad Rabiu,1
Europe,Norvège,Odd Reitan,5.2
Europe,Norvège,Stein Erik Hagen,4.7
Europe,Norvège,Johan Johannson,3.1
Europe,Norvège,Andreas Halvorsen,2.8
Europe,Norvège,Arne Wilhelmsen,2.4
Europe,Norvège,Kjell Inge Rokke,1.9
Europe,Norvège,Petter Stordalen,1.6
Europe,Norvège,Gjert Wilhelmsen,1.3
Europe,Norvège,Alexander Vik,1.1
Europe,Norvège,Trond Mohn,1
Océanie,Nouvelle-Zélande,Graeme Hart,6.9
Océanie,Nouvelle-Zélande,Richard Chandler,3
Asie,Oman,Mohammed Al Barwani,1.2
Asie,Oman,P.N.C. Menon,1
Afrique,Ouganda,Sudhir Ruparelia,1.1
Europe,Pays-Bas,Charlene de Carvalho-Heineken,11.6
Europe,Pays-Bas,Frits Goldschmeding,4.1
Europe,Pays-Bas,Hans Melchers,2.2
Europe,Pays-Bas,Wim Van Der Leegte,2.1
Europe,Pays-Bas,John de Mol,1.8
Europe,Pays-Bas,Joop van den Ende,1.6
Europe,Pays-Bas,Kommer Damen,1.5
Europe,Pays-Bas,Ralph Sonnenberg,1.5
Europe,Pays-Bas,"Carolus Nolet, Sr.",1.1
Amérique,Pérou,Carlos Rodriguez-Pastor,2.1
Amérique,Pérou,Ana Maria Brescia Cafferata,1.6
Amérique,Pérou,Rosa Brescia Cafferata,1.6
Amérique,Pérou,Eduardo Belmont Anderson,1.3
Amérique,Pérou,Vito Rodriguez Rodriguez,1.2
Amérique,Pérou,Jorge Rodriguez Rodriguez,1.1
Asie,Philippines,Henry Sy,14.2
Asie,Philippines,"John Gokongwei, Jr.",5.8
Asie,Philippines,"Enrique Razon, Jr.",5.2
Asie,Philippines,Andrew Tan,4.8
Asie,Philippines,Lucio Tan,4.4
Asie,Philippines,George Ty,4.4
Asie,Philippines,David Consunji,4.1
Asie,Philippines,Tony Tan Caktiong,2.7
Asie,Philippines,Lucio and Susan Co,2.3
Asie,Philippines,"Robert Coyiuto, Jr.",1.8
Asie,Philippines,Manuel Villar,1.6
Europe,Pologne,Jan Kulczyk,4
Europe,Pologne,Zygmunt Solorz-Zak,3.2
Europe,Pologne,Michal Solowow,2
Europe,Pologne,Leszek Czarnecki,1.3
Europe,Pologne,Dariusz Milek,1.1
Europe,Portugal,Americo Amorim,4.4
Europe,Portugal,Belmiro de Azevedo,2
Europe,Portugal,Alexandre Soares dos Santos,1.8
Europe,République tchèque,Petr Kellner,8.4
Europe,République tchèque,Andrej Babis,2.5
Europe,République tchèque,Radovan Vitek,1.8
Europe,République tchèque,Karel Komarek,1.7
Europe,République tchèque,Pavel Tykac,1.1
Europe,Roumanie,Ioan Niculae,1.2
Europe,Roumanie,Ion Tiriac,1
Europe,Royaume-Uni,Hinduja Brothers,14.5
Europe,Royaume-Uni,David & Simon Reuben,13.7
Europe,Royaume-Uni,Gerald Cavendish Grosvenor,12.6
Europe,Royaume-Uni,Charles Cadogan,7.2
Europe,Royaume-Uni,Bruno Schroder,5.9
Europe,Royaume-Uni,Joe Lewis,5.4
Europe,Royaume-Uni,David & Frederick Barclay,5.2
Europe,Royaume-Uni,Philip & Cristina Green,5.1
Europe,Royaume-Uni,Laurence Graff,5
Europe,Royaume-Uni,Michael Ashley,4.9
Europe,Royaume-Uni,James Dyson,4.9
Europe,Royaume-Uni,Richard Branson,4.8
Europe,Royaume-Uni,Ian & Richard Livingstone,4.4
Europe,Royaume-Uni,Anthony Bamford,4.3
Europe,Royaume-Uni,Bernard Ecclestone,3.9
Europe,Royaume-Uni,Michael Platt,3.5
Europe,Royaume-Uni,Eddie & Sol Zakay,3.1
Europe,Royaume-Uni,Stephen Rubin,3
Europe,Royaume-Uni,John Whittaker,2.9
Europe,Royaume-Uni,Peter Hargreaves,2.8
Europe,Royaume-Uni,Charles Dunstone,2.7
Europe,Royaume-Uni,John Caudwell,2.6
Europe,Royaume-Uni,Clive Calder,2.5
Europe,Royaume-Uni,Denise Coates,2.5
Europe,Royaume-Uni,Mary & Douglas Perkins,2.5
Europe,Royaume-Uni,Christos Lazari,2.1
Europe,Royaume-Uni,Farhad Moshiri,2.1
Europe,Royaume-Uni,Mark Coombs,1.9
Europe,Royaume-Uni,Bill Adderley,1.8
Europe,Royaume-Uni,Richard Elman,1.8
Europe,Royaume-Uni,James Ratcliffe,1.8
Europe,Royaume-Uni,Richard Desmond,1.7
Europe,Royaume-Uni,Tom Morris,1.7
Europe,Royaume-Uni,Ian Wood,1.7
Europe,Royaume-Uni,Alex Beard,1.6
Europe,Royaume-Uni,Alan Howard,1.6
Europe,Royaume-Uni,Robert Miller,1.6
Europe,Royaume-Uni,Michael Ashcroft,1.5
Europe,Royaume-Uni,David Harding,1.5
Europe,Royaume-Uni,Jonathan Harmsworth,1.5
Europe,Royaume-Uni,Benedicta Chamberlain,1.4
Europe,Royaume-Uni,Kenneth Lo,1.4
Europe,Royaume-Uni,Hilton Schlosberg,1.4
Europe,Royaume-Uni,Jasminder Singh,1.3
Europe,Royaume-Uni,Ayman Asfari,1.2
Europe,Royaume-Uni,John Coates,1.2
Europe,Royaume-Uni,Mark Dixon,1.2
Europe,Royaume-Uni,Mohammed Ibrahim,1.1
Europe,Royaume-Uni,Raghuvinder Kataria,1.1
Europe,Royaume-Uni,David Sainsbury,1.1
Europe,Royaume-Uni,Chris Dawson,1
Europe,Royaume-Uni,Michael Lynch,1
Europe,Royaume-Uni,David McMurtry,1
Asie,Russie,Vladimir Potanin,15.4
Asie,Russie,Mikhail Fridman,14.6
Asie,Russie,Alisher Usmanov,14.4
Asie,Russie,Viktor Vekselberg,14.2
Asie,Russie,Alexey Mordashov,13
Asie,Russie,Vagit Alekperov,12.2
Asie,Russie,Leonid Mikhelson,11.7
Asie,Russie,Vladimir Lisin,11.6
Asie,Russie,Gennady Timchenko,10.7
Asie,Russie,Mikhail Prokhorov,9.9
Asie,Russie,German Khan,9.5
Asie,Russie,Roman Abramovich,9.1
Asie,Russie,Andrey Melnichenko,9.1
Asie,Russie,Dmitry Rybolovlev,8.5
Asie,Russie,Sergei Galitsky,8.3
Asie,Russie,Alexei Kuzmichev,7.3
Asie,Russie,Oleg Deripaska,6.2
Asie,Russie,Andrei Skoch,5.7
Asie,Russie,Leonid Fedun,5.3
Asie,Russie,Pyotr Aven,5.1
Asie,Russie,Sergei Popov,4.6
Asie,Russie,Alexander Abramov,4.5
Asie,Russie,Filaret Galchev,4.4
Asie,Russie,Zarakh Iliev,4.3
Asie,Russie,God Nisanov,4.3
Asie,Russie,Samvel Karapetyan,4
Asie,Russie,Dmitry Kamenshchik,3.8
Asie,Russie,Andrei Guriev,3.5
Asie,Russie,Iskander Makhmudov,3.5
Asie,Russie,Viktor Rashnikov,3.5
Asie,Russie,Suleiman Kerimov,3.4
Asie,Russie,Yuri Milner,3.2
Asie,Russie,Alexander Svetakov,3.1
Asie,Russie,Igor Kesaev,3
Asie,Russie,Vladimir Yevtushenkov,2.8
Asie,Russie,Alexander Mamut,2.5
Asie,Russie,Alexander Nesis,2.5
Asie,Russie,Mikhail Gutseriev,2.4
Asie,Russie,Alexander Ponomarenko,2.4
Asie,Russie,Alexander Skorobogatko,2.4
Asie,Russie,Vyacheslav Kantor,2.3
Asie,Russie,Igor Makarov,2.1
Asie,Russie,Vasily Anisimov,2
Asie,Russie,Vladimir Bogdanov,2
Asie,Russie,Andrei Kozitsyn,2
Asie,Russie,Aras Agalarov,1.9
Asie,Russie,Vadim Moshkovich,1.9
Asie,Russie,Alexander Frolov,1.8
Asie,Russie,Yuri Shefler,1.8
Asie,Russie,Mikhail Balakin,1.7
Asie,Russie,Nikolai Buinov,1.7
Asie,Russie,Igor Altushkin,1.6
Asie,Russie,Danil Khachaturov,1.6
Asie,Russie,Boris Mints,1.6
Asie,Russie,Gavril Yushvaev,1.6
Asie,Russie,Alexander Dzhaparidze,1.5
Asie,Russie,Farkhad Akhmedov,1.4
Asie,Russie,Pyotr Kondrashev,1.4
Asie,Russie,Anatoly Lomakin,1.4
Asie,Russie,Arkady Rotenberg,1.4
Asie,Russie,Oleg Boyko,1.3
Asie,Russie,Andrei Kosogov,1.3
Asie,Russie,Dmitry Mazepin,1.3
Asie,Russie,Alexei Ananyev,1.3
Asie,Russie,Dmitry Ananyev,1.3
Asie,Russie,Nikolai Tsvetkov,1.3
Asie,Russie,Gleb Fetisov,1.2
Asie,Russie,Valentin Gapontsev,1.2
Asie,Russie,Vladimir Gruzdev,1.2
Asie,Russie,Sergei Katsiev,1.2
Asie,Russie,Lev Kvetnoi,1.2
Asie,Russie,Airat Shaimiev,1.2
Asie,Russie,Roman Avdeev,1.1
Asie,Russie,Alexei Bogachev,1.1
Asie,Russie,Konstantin Grigorishin,1.1
Asie,Russie,Yuri Gushchin,1.1
Asie,Russie,Alexander Lutsenko,1.1
Asie,Russie,Ziyad Manasir,1.1
Asie,Russie,Nikolai Maximov,1.1
Asie,Russie,Andrei Rappoport,1.1
Asie,Russie,Radik Shaimiev,1.1
Asie,Russie,Rustem Sulteev,1.1
Asie,Russie,Roustam Tariko,1.1
Asie,Russie,Albert Shigaboutdinov,1.1
Asie,Russie,Elena Baturina,1
Asie,Russie,Eugene Kaspersky,1
Asie,Russie,Zelimkhan Mutsoev,1
Asie,Russie,Leonid Simanovsky,1
Amérique,Saint-Christophe-et-Niévès,Jacky Xu,1.2
Asie,Singapour,Robert & Philip Ng,9.6
Asie,Singapour,Goh Cheng Liang,6.8
Asie,Singapour,Cho Yaw Wee,5.5
Asie,Singapour,Kwee brothers,4.9
Asie,Singapour,Jason Chang,3.2
Asie,Singapour,Leng Beng Kwek,2.6
Asie,Singapour,Chang Yun Chung,2.4
Asie,Singapour,Raj Kumar & Kishin RK,2.3
Asie,Singapour,Khoon Hong Kuok,2.3
Asie,Singapour,Sam Goi,2.1
Asie,Singapour,Peter Lim,2
Asie,Singapour,Oon Kuin Lim,1.7
Asie,Singapour,Asok Kumar Hiranandani,1.4
Asie,Singapour,Chong Ngen Choo,1.3
Asie,Singapour,Wee Meng Koh,1.3
Asie,Singapour,Ron Sim,1.2
Asie,Singapour,Zhong Sheng Jian,1.1
Asie,Singapour,Thian Poh Chua,1.1
Asie,Singapour,Hong Leong Oei,1
Europe,Suède,Stefan Persson,24.5
Europe,Suède,Hans Rausing,12.5
Europe,Suède,Melker Schorling,6.4
Europe,Suède,Jorn Rausing,5.5
Europe,Suède,Antonia Johnson,5.3
Europe,Suède,Dan Olsson,5.1
Europe,Suède,Finn Rausing,5.1
Europe,Suède,Kirsten Rausing,5.1
Europe,Suède,Bertil Hult,5
Europe,Suède,Frederik Paulsen,4.9
Europe,Suède,Lottie Tham,4.3
Europe,Suède,Gustaf Douglas,4.2
Europe,Suède,Fredrik Lundberg,3.7
Europe,Suède,Ingvar Kamprad,3.5
Europe,Suède,Karl-Johan Persson,3
Europe,Suède,Tom Persson,3
Europe,Suède,Charlotte Soderstrom,3
Europe,Suède,Carl Bennet,2.6
Europe,Suède,Stefan Olsson,2.5
Europe,Suède,Torbjorn Tornqvist,2
Europe,Suède,Madeleine Olsson Ericksson,1.9
Europe,Suède,Markus Persson,1.3
Europe,Suède,Thomas Sandell,1.3
Europe,Suisse,Ernesto Bertarelli,8.8
Europe,Suisse,Margarita Louis-Dreyfus,8.4
Europe,Suisse,Gianluigi & Rafaela Aponte,7.9
Europe,Suisse,Willi & Isolde Liebherr,6.1
Europe,Suisse,Hansjoerg Wyss,6.1
Europe,Suisse,Thomas Schmidheiny,5.5
Europe,Suisse,Ivan Glasenberg,5.1
Europe,Suisse,Dona Bertarelli,4.6
Europe,Suisse,Rahel Blocher,3.5
Europe,Suisse,Magdalena Martullo-Blocher,3.4
Europe,Suisse,Michael Pieper,3.3
Europe,Suisse,Stephan Schmidheiny,3.3
Europe,Suisse,Sergio Mantegazza,2.9
Europe,Suisse,Eva Maria Bucher-Haefner,2.7
Europe,Suisse,Martin Haefner,2.7
Europe,Suisse,Thomas Meyer,2.5
Europe,Suisse,Maja Oeri,2.3
Europe,Suisse,Edgar de Picciotto,2.2
Europe,Suisse,Peter Spuhler,2.2
Europe,Suisse,Jean Claude Gandur,2.1
Europe,Suisse,Esther Grether,2.1
Europe,Suisse,"Karl Scheufele, III.",1.7
Europe,Suisse,Benjamin de Rothschild,1.5
Europe,Suisse,Walter Frey,1.5
Europe,Suisse,Thomas Straumann,1.4
Europe,Suisse,Miriam Blocher,1.3
Europe,Suisse,Gary Fegel,1.2
Europe,Suisse,Rudolf Maag,1.2
Europe,Suisse,Beda Diethelm,1.1
Afrique,Swaziland,Nathan Kirsh,3.9
Asie,Taiwan,Tsai Eng-Meng,8.9
Asie,Taiwan,Terry Gou,6.1
Asie,Taiwan,Lin Yu-lin,5.7
Asie,Taiwan,Luo Jye,4.3
Asie,Taiwan,Lin Rong San,4.2
Asie,Taiwan,Barry Lam,4.1
Asie,Taiwan,Samuel Yin,3.8
Asie,Taiwan,Daniel Tsai,3
Asie,Taiwan,Richard Tsai,3
Asie,Taiwan,Tsai Hong-tu,2.3
Asie,Taiwan,Tsai Cheng-da,2.1
Asie,Taiwan,T.Y. Tsai,2.1
Asie,Taiwan,Wei Ing-Chou,2.1
Asie,Taiwan,Pierre Chen,2
Asie,Taiwan,Wei Yin-Chun,2
Asie,Taiwan,Wei Yin-Heng,2
Asie,Taiwan,Wei Ying-Chiao,2
Asie,Taiwan,Chang Yung Fa,1.8
Asie,Taiwan,Tsai Ming-Kai,1.7
Asie,Taiwan,Tseng Shin-Yi,1.7
Asie,Taiwan,Liao Long-Shing,1.6
Asie,Taiwan,Suhon Lin,1.6
Asie,Taiwan,Bruce Cheng,1.6
Asie,Taiwan,Scott Lin,1.5
Asie,Taiwan,Chao Teng-Hsiung,1.5
Asie,Taiwan,Chen Yung-Tai,1.5
Asie,Taiwan,Douglas Hsu,1.4
Asie,Taiwan,Richard Chang,1.3
Asie,Taiwan,Lin Ming-Hsiung,1.3
Asie,Taiwan,Tony Chen,1.2
Asie,Taiwan,Wu Chung-Yi,1.1
Asie,Taiwan,Chin Jong Hwa,1
Asie,Taiwan,Thomas Wu,1
Afrique,Tanzanie,Mohammed Dewji,1.3
Afrique,Tanzanie,Rostam Azizi,1
Asie,Thaïlande,Dhanin Chearavanont,13.6
Asie,Thaïlande,Charoen Sirivadhanabhakdi,13.2
Asie,Thaïlande,Krit Ratanarak,3.8
Asie,Thaïlande,Vanich Chaiyawan,3.7
Asie,Thaïlande,Prasert Prasarttong-Osoth,2.8
Asie,Thaïlande,Vichai Srivaddhanaprabha,2.6
Asie,Thaïlande,Thaksin Shinawatra,1.7
Asie,Thaïlande,Thongma Vijitpongpun,1.7
Asie,Thaïlande,Keeree Kanjanapas,1.7
Asie,Thaïlande,Sudthida Ratanarak,1.7
Asie,Thaïlande,Wichai Thongtang,1.6
Asie,Thaïlande,William Heinecke,1.4
Asie,Thaïlande,Surang Prempree,1.4
Asie,Thaïlande,Somphote Ahunai,1.4
Asie,Thaïlande,Kiat Chiaravanont,1.4
Asie,Thaïlande,Eddy Kusnadi Sariaatmadja,1.3
Asie,Thaïlande,Surin Upatkoon,1.3
Asie,Turquie,Murat Ulker,4.4
Asie,Turquie,Husnu Ozyegin,2.7
Asie,Turquie,Semahat Sevim Arsel,2.6
Asie,Turquie,Mustafa Rahmi Koc,2.5
Asie,Turquie,Ferit Faik Sahenk,2.5
Asie,Turquie,Sarik Tara,2.4
Asie,Turquie,Erman Ilicak,2.2
Asie,Turquie,Suna Kirac,2.2
Asie,Turquie,Filiz Sahenk,2.2
Asie,Turquie,Ali Ibrahim Agaoglu,1.8
Asie,Turquie,Ahsen Ozokur,1.7
Asie,Turquie,Bulent Eczacibasi,1.5
Asie,Turquie,Ahmet Calik,1.4
Asie,Turquie,Faruk Eczacibasi,1.4
Asie,Turquie,Ahmet Nazif Zorlu,1.4
Asie,Turquie,Mustafa Latif Topbas,1.4
Asie,Turquie,Hamdi Ulukaya,1.4
Asie,Turquie,Mehmet Aydinlar,1.3
Asie,Turquie,Mubariz Gurbanoglu,1.3
Asie,Turquie,Turgay Ciner,1.3
Asie,Turquie,Deniz Sahenk,1.3
Asie,Turquie,Mehmet Rustu Basaran,1.2
Asie,Turquie,Mehmet Nazif Gunal,1.2
Asie,Turquie,Mehmet Sinan Tara,1.2
Asie,Turquie,Mehmet Emin Karamehmet,1.2
Asie,Turquie,Mustafa Vehbi Koc,1.1
Asie,Turquie,Sevket Sabanci,1.1
Asie,Turquie,Aydin Dogan,1
Asie,Turquie,Suzan Sabanci Dincer,1
Asie,Turquie,Serra Sabanci,1
Asie,Turquie,Murat Vargi,1
Asie,Turquie,Fatma Yazici,1
Europe,Ukraine,Rinat Akhmetov,6.7
Europe,Ukraine,Victor Pinchuk,1.5
Europe,Ukraine,Ihor Kolomoyskyy,1.3
Europe,Ukraine,Henadiy Boholyubov,1.3
Europe,Ukraine,Yuriy Kosiuk,1.1
Amérique,Venezuela,Gustavo Cisneros,3.6
Amérique,Venezuela,Juan Carlos Escotet,3.3
Amérique,Venezuela,Lorenzo Mendoza,2.7
Asie,Vietnam,Pham Nhat Vuong,1.7